index,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,HelpfulRecords,HasHelpful,weightedRating
958598,B00KXIIZKG,"[2, 2]",5,"Have I mentioned how much I love this book?  I am addicted to the Shifting Fates series.  This book as well as the first three books in this series has everything a reader would want in a book... anger, fear, guilt, heartache, jealousy, angst, sadness, romance, some swoon worthy moments, a great storyline, and characters that you can empathize with.  An awesome mix of emotions... extreme attraction, want, need, lies, and deceit.  And the sexual chemistry between Cage and Bindi will leave you in a puddle of lust!","06 13, 2014",AHF5R86S1Y6YK,clpetit56,Shifting Fates: Revenge,1402617600,1.0,True,5.0
341614,B009ZURW66,"[2, 2]",5,This is a lovely short story about family reconciliation at Christmas. A young couple with their first baby due any day make the trip to visit his parents. Pride is overcome and the promise of a new baby for Christmas heals the rift between the generations. A heartwarming Christmas read!,"11 2, 2012",AZ9R496FE3ZRP,Loves Reading,Heartwarming Family Christmas,1351814400,1.0,True,5.0
768497,B00HGUD17G,"[1, 1]",5,"Jacquie Rogers' Hearts of Owyhee series makes me want to visit Idaho, specifically Owyhee County. It sounds like a friendly place, filled with far-sighted lady bankers, would-be lady detectives, and strong men who duck at the right time when the lady banker has a firearm in her hand!","12 26, 2013",A1EDN0CHAREUOB,E. M. Flynn Romantic fantasy author,Makes me want to visit Idaho!,1388016000,1.0,True,5.0
350570,B00A6J6888,"[1, 1]",5,Look at review of part 3 and you will see exactly how I feel about these books. They are great.,"07 19, 2013",A3EYPCW1UI9VNY,cessnagirl,Wonderful,1374192000,1.0,True,5.0
269138,B008PU4PBW,"[0, 0]",5,Awesome series can't wait for more books to come out. When will more books be ready to read. Read all of the books amazon currently has.,"02 24, 2013",A3U48QB2O1Q1VN,Tanya,Awesome,1361664000,0.0,False,5.0
72566,B0051BQB10,"[0, 0]",4,"It's amazing, but I can actually find a redeeming quality in each of these books. Even though this series is not exactly what I would call the height of literature, there is something relaxing about reading a story that is just so very simple. The sex is hot and you always get an HEA.Loco and Tangee are cute and sweet together and the intro of Tangee's little sister makes the Den an even more fun place to be.","04 12, 2013",AR9RKLQQC2L6K,CCDuke,Loco's Love,1365724800,0.0,False,4.0
775742,B00HLTBH78,"[4, 4]",5,"Sewing Can Be Dangerous and Other Small Threads by S. R. Mallery is an extraordinary collection of 11 short stories with a common 8216thread8217, sewing and allied crafts. The stories have an incredible breadth, not only because of the variety of the plots (and they are all very different) but also because of their well-researched and vivid historical settings, and their diverse genres. We go from immigrants in early XX century America, to the slavery period, from mid-Western pioneers, to the Salem witch trials, from the Zodiac serial killer in San Francisco, to a quilting teacher turned sleuth in a cruise, from the Germany of the Nazi era to modern time Native American reservations and everywhere in between. I8217m not an expert in quilting (although I8217ve always wanted to learn, now even more after reading the book) but this book is a quilt of stories, where each piece and patch brings its own memories to create a complex design, not a crazy quilt but something more than the sum of its parts.At the heart of the stories are the women, who might use their skills to make a living, to survive and create a better future for those they look after, to express their artistry, to pass on cultural and spiritual traditions, to get revenge, to escape, to fight8230 Because it8217s not only the big gestures that make the society we live in, but each small stich is a piece of the puzzle that is life.S. R. Mallery brings to life a fantastic array of characters and recreates vividly the historical periods where the stories are set. The reader gets dragged into the moment and shares with the protagonists their unique experiences. If I had to choose one I8217d go with 8216Precious Gifts8217 that I loved and took me completely by surprise.I recommend this collection to everybody, whichever your genre of preference, no matter if you like sewing or not. Go and read it. You8217ll be amazed and feel better for it.I was offered a complimentary copy of this book in exchange for an honest review.","03 15, 2014",A2R305K3F8WZQL,OlgaNM Olga,"Women, sewing, history and storytelling. A quilt of wonderful stories.",1394841600,1.0,True,5.0
528887,B00CVUKZRU,"[0, 1]",3,"Easy Knitting Patterns has some nice patterns, but I find them too hard to follow on the Kindle.  This type of book needs to be on paper so you can easily turn pages back and forth and find where you want to be.  Maybe other people don't have this problem, but I do, so won't buy a pattern book for the kindle again.","08 28, 2013",A37SPWHGYIRXUQ,Donna J. Lloyd,Easy Knitting Patterns to hard to follow on the Kindle,1377648000,0.0,True,3.0
627216,B00ERSSTQ8,"[1, 1]",5,"'The Creep on the Borderlands' is another mini adventure for the caverns and creatures gang.  This time there's a lot of crap being flung around (and I'm not being metaphorical).Every time I think I've decided on my favourite mini adventure, Bevan brings out yet another hilariously awesome short story to make me reconsider.  This one has Cooper mistake an office for a toilet, and the story only gets better from there on.The characters are all really well defined and I pretty much like all of them, even though Cooper can be gruesomely disgusting (he can't really help it).I've loved everyone of these highly amusing stories and cannot wait for the second novel.  I will warn there is swearing and the sense of humour is immature, but these things are a part of what makes the caverns and creatures books so brilliant.  Highly recommended for fantasy fans with a good sense of humour and players of RPGs!","10 7, 2013",A2MO5V8P3LH9E1,chettsgenie Chettsgenie,Another Hilariously Awesome Mini Adventure,1381104000,1.0,True,5.0
407575,B00B1NRYMM,"[0, 0]",4,Cute little story - original. I never thought about the sandman as a topic to write about. The interesting page style adds to the fantasy mood.,"12 22, 2013",A3SMB55M6RPA13,Ali Bierman Turns tears of hopelessness and d...,Original idea,1387670400,0.0,False,4.0
318748,B009L5XXCW,"[0, 0]",4,"Lovely story, romance but without all the unneeded drama and craziness. It's very relatable, falling in love with your bestfriend","09 25, 2013",A3TANE8I6STVT1,Jen,Cute straight to the point read,1380067200,0.0,False,4.0
724843,B00GQ607BE,"[0, 0]",4,"***Received an ARC of this book from the Publisher in exchange for an honest review***Overall Rating:  4 Rockin8217 9733973397339733Denea is an American recruited by M15 to carry out top secret missions because of her photographic memory.  While on an assigned mission, her teammate tries to kill her.  She is forced to defend herself and kills Matt instead.  Before she kills him, Matt tells her that she is the bait for the mission and he was to wound her to setup the people on Dreagan.8220I don8217t know what the real goal was.  Matt8217s mission was to leave me behind so I would be killed by you.  I was told we were to do reconnaissance on everyone at Dreagan after we found whatever was in that cave.8221Kellan had watched and listened as Denea had fought for her life.  He had been impressed by her skills and called for help to heal her wounds.  He had taken her back to the Manor where they would question her to find out why she was on there. Denae explains her mission and what the outcome was suppose.8220As I already told you, while in the water, Matt tried to kill me.  I wasn8217t ready to die or be used as bait, and I was angry at being betrayed.  Only one of us was going to come out of the attack alive.  I made sure it was me.8221Kellan had been asleep for thirteen hundred years and he still held the hatred of humans strongly in his heart.  He is asked to keep an eye on Denea and learn everything she knows about M15.  He unwillingly agrees to get close to her and learn all that he can.  Little does Kellan know that an unholy alliance has been formed between the dark fae and an unknown adversary against the Dragon Kings. The dark fae want Kellan.Taraeth8217s smile was cold and calculating.  8220You8217ll let me have a Dragon King?82218220Take as many as you can capture, and use them as you see fit.8221Taraeth considered the new plan for several minutes before he folded his arms over his chest. 8220There is just one I want.8221He nodded, 8220Ah, yes.  Kellan.  Why him?8221The manor is about to come under attack and Denae must be moved before M15 arrives.  So a new identity must be secured and Denae moved.8220How close are we to getting the new ID for Denae?8221 Kellan asked Rhys.  Rhys checked his phone.  8220In a matter of hours.82218220It needs to be faster,8221 Henry said.  8220you need to make sure there8217s no trace of her when M15 comes looking.8221Kellan is fighting his fascination with Denae and Denae wants Kellan.Rhi8217s smile widened when she noticed how the mortal8217s eyes softened when she looked at Kellan.Hero 8211Kellan 8220Bronze Dragon Lord:  4 starsHeroine 8211Denae Lacroix: 4 starsSteam: 3 starsPlot: 5 starsCliffhanger: YesWould I recommend this book: Yes! The characters are unique and make the reader want to solve the puzzle of who and what they are!Would I read other books by this author: Yes! The next book will continue the Dragon Lord8217s stories.","04 23, 2014",A1FCQLP8ESWLDM,Twin Sisters Rockin' Book Reviews,The characters are unique and make the reader want to solve the puzzle of who and what they are!,1398211200,0.0,False,4.0
